chamber,leaf,par_type,temp,gmes,photo,cond,ci,E,vpd,leaf_temp,par,xsi,Delta,cica,pairings
12,shade,low,elevated,0.213742909,10.83328115,0.10559986,199.3051753,1.936011482,1.873973771,25.37502098,349.7693787,17.83000689,11.60804461,0.528101144,a
12,shade,low,elevated,0.20236329,11.00498539,0.107572045,199.7136861,1.895540254,1.803074697,24.98051453,349.8766174,17.38659935,11.42581007,0.529599967,a
12,shade,low,elevated,0.202382921,10.97823367,0.10809184,200.976866,1.897771586,1.796901989,24.96202087,349.8009949,17.49535613,11.50880041,0.532869065,a
12,shade,low,elevated,0.261065613,10.93067913,0.11057334,205.2569033,1.943164117,1.799803146,25.01620293,349.2850952,17.52350212,12.58705762,0.544219733,a
12,shade,low,elevated,0.192823181,11.11726102,0.112483466,204.9715672,1.983484912,1.806903899,25.0998764,349.0959778,17.35027836,11.52209248,0.543752518,a
12,shade,high,elevated,0.290515853,15.98478776,0.157478314,187.6217451,2.735995462,1.805256489,25.69413757,1150.707397,11.65638063,10.98804216,0.512911608,a
12,shade,high,elevated,0.227046857,16.25535444,0.159858251,187.1241868,2.686400586,1.748419703,25.27228928,1151.45813,11.52643472,9.813013296,0.512037495,a
12,shade,high,elevated,0.207965624,16.27100953,0.161900241,189.222921,2.606440318,1.677153041,24.81041336,1148.934937,11.47376225,9.499094453,0.517903021,a
12,shade,high,elevated,0.240889551,16.17016054,0.164290987,192.4851137,2.647444427,1.679871764,24.86398506,1148.918579,11.45912612,10.49628481,0.526907867,a
12,shade,high,elevated,0.24897497,16.51691138,0.167976556,192.1099938,2.705369409,1.681010016,24.85583115,1149.331177,11.38192875,10.54359409,0.526408942,a
12,sun,high,elevated,0.475938012,15.4375662,0.126516052,155.3924829,2.517914185,2.044724624,26.73992348,1150.030884,12.19972033,10.45729106,0.423756745,a
12,sun,high,elevated,0.404420383,15.57798208,0.128680538,156.5985862,2.585314093,2.065202326,26.90095329,1148.797363,12.06895927,10.10069234,0.427231361,a
12,sun,high,elevated,0.319203547,15.62909361,0.131307046,159.4202579,2.666469918,2.088461926,27.09925652,1149.839722,12.02456541,9.534761861,0.435239764,a
12,sun,high,elevated,0.365504059,15.65840778,0.133058476,161.3324231,2.706751939,2.093009321,27.18077469,1150.556519,11.9350445,10.08692025,0.440675143,a
12,sun,high,elevated,0.366351268,15.66094465,0.132870274,161.0419472,2.704247106,2.093701289,27.19420433,1150.238159,11.95195094,10.07399017,0.439873209,a
9,shade,low,ambient,0.115111308,10.98053358,0.120748318,218.9987913,1.818671651,1.553537247,22.26246262,326.0188904,17.89740176,10.00951188,0.580526985,a
9,shade,low,ambient,0.237072896,11.03602945,0.120858381,218.5078298,1.782586757,1.521813992,22.01136971,325.56427,17.81223836,13.31118806,0.579259975,a
9,shade,low,ambient,0.158647792,11.06158512,0.122066839,219.8762399,1.774012106,1.500268797,21.8766346,325.4288025,17.76381256,11.82737894,0.58260386,a
9,shade,low,ambient,0.128983741,11.0606179,0.124607071,222.7034663,1.786426937,1.481409762,21.78171539,325.6195068,17.70475536,10.91978486,0.59041171,a
9,shade,low,ambient,0.140136366,11.12986244,0.125595583,222.8821593,1.819503603,1.497221538,21.92622948,325.4943237,17.65894497,11.35409365,0.590797304,a
9,shade,high,ambient,0.274325269,17.21968742,0.188017503,201.1705133,2.881194866,1.612808036,23.78240013,1325.032959,11.01927098,11.50321192,0.553690435,a
9,shade,high,ambient,0.209703666,17.42819602,0.19291344,202.9243423,2.891526303,1.580536398,23.59614944,1325.121582,10.90774061,10.16475599,0.558927329,a
9,shade,high,ambient,0.187521115,17.58051169,0.198280176,205.2904547,2.9413633,1.566745543,23.58348656,1324.06958,10.82318555,9.554211077,0.565881736,a
9,shade,high,ambient,0.206844357,17.7173264,0.203469257,207.4393647,2.989601985,1.554425613,23.56745338,1323.824097,10.71358019,10.28853732,0.572377108,a
9,shade,high,ambient,0.225205357,17.82371479,0.208552169,209.8156272,3.016602589,1.533023226,23.47071075,1323.828613,10.56338483,10.92587949,0.57929488,a
9,sun,high,ambient,0.210786061,15.38065977,0.130422291,164.97112,2.162077152,1.712280854,23.76107216,1324.649292,12.50448943,8.345120587,0.447767518,a
9,sun,high,ambient,0.18416309,15.7009066,0.136408667,168.543178,2.228423223,1.690807083,23.71919632,1323.790161,12.18643989,7.714093579,0.458527186,a
9,sun,high,ambient,0.173498466,16.07568132,0.141715214,170.3272865,2.264755934,1.657199273,23.56917572,1324.258545,11.88798115,7.318028258,0.464435779,a
9,sun,high,ambient,0.214041236,16.3084229,0.147040117,173.86838,2.290106529,1.61841481,23.36658287,1324.095337,11.60873062,8.738745693,0.474763019,a
9,sun,high,ambient,0.194189284,16.59516857,0.152336921,176.4164137,2.342811547,1.600612614,23.31951904,1324.814697,11.40707857,8.249944842,0.48241064,a
7,shade,low,ambient,0.197652278,8.817281567,0.120744044,250.5390041,2.077499609,1.771307004,23.93128395,350.2928162,22.04513801,14.89592778,0.658211712,b
7,shade,low,ambient,0.135201236,8.848119508,0.121173107,250.8043845,2.0699011,1.759167445,23.79921722,350.4015503,22.16144147,13.56189233,0.658533521,b
7,shade,low,ambient,0.160859701,8.733820495,0.121088404,252.2224082,2.122870278,1.8050544,24.06755829,349.4011536,22.96416925,14.33118591,0.661921543,b
7,shade,high,ambient,0.267224323,13.18128958,0.169933184,232.352936,2.925029228,1.79943297,24.6304493,1400.032471,14.36927861,14.05695255,0.625341603,b
7,shade,high,ambient,0.186997035,13.33945497,0.173201817,233.1224958,2.92228248,1.766038191,24.44463539,1399.522339,14.34611462,12.60298648,0.627737105,b
7,shade,high,ambient,0.288110266,13.3691651,0.17552505,234.6217704,2.905365082,1.734170068,24.25906181,1398.960327,14.33495508,14.43964182,0.631744508,b
7,shade,high,ambient,0.184679649,13.36779056,0.177489412,236.2406165,2.876482935,1.699439991,24.04685974,1398.938721,14.44059676,12.74651618,0.635917295,b
7,shade,high,ambient,0.200173477,13.34769488,0.179135741,237.6410342,2.84539897,1.6669469,23.83860588,1399.297974,14.33180594,13.24257431,0.639754763,b
7,sun,high,ambient,0.282490366,13.18403059,0.102651934,151.0109906,2.032919391,2.024610486,25.1015873,1400.934937,14.25819157,9.17549555,0.406600872,b
7,sun,high,ambient,0.481910313,13.12473634,0.101604673,150.0135529,1.990257585,2.002515608,24.93778419,1400.264038,14.39222811,10.4687487,0.403863676,b
7,sun,high,ambient,0.201203101,13.00792182,0.101880205,152.6468673,1.975963054,1.983424228,24.81676483,1399.563354,14.27933635,8.038585277,0.410792149,b
7,sun,high,ambient,0.192305934,13.23954631,0.102305142,149.5905614,1.999588501,1.998885733,24.92017746,1398.562378,14.27605829,7.557545573,0.402736686,b
7,sun,high,ambient,0.451880742,13.32817607,0.104413843,152.1156917,2.049250285,2.00799564,25.02011871,1399.244873,14.02845304,10.44752737,0.409731019,b
6,shade,low,elevated,0.164077725,11.44461951,0.126613977,214.3866993,2.696225105,2.188729163,27.27987862,400.2354736,16.36806409,11.19593882,0.571767242,b
6,shade,low,elevated,0.300515358,11.65187401,0.125818491,211.0537541,2.633637404,2.151809146,27.03926277,400.1634521,16.35004367,13.10781959,0.562757436,b
6,shade,low,elevated,0.246261826,11.68055593,0.126066571,211.161851,2.600267436,2.121061942,26.86229515,400.0839844,16.34396946,12.54481106,0.562972233,b
6,shade,low,elevated,0.190955142,11.65566616,0.126668917,212.3043089,2.574418144,2.090813393,26.70483589,400.0378723,16.31584441,11.70575684,0.566041086,b
6,shade,low,elevated,0.153575019,11.68632642,0.128185865,213.5190377,2.591827701,2.080879387,26.67750359,399.8388977,16.30052824,10.7699652,0.56952129,b
6,shade,high,elevated,0.357579302,16.91059786,0.169206046,186.36784,3.446848713,2.121233478,27.72649765,1299.820923,11.39620126,11.40352472,0.512203625,b
6,shade,high,elevated,0.224322577,16.99312726,0.172234635,188.2957512,3.476744844,2.104239458,27.64528465,1299.544678,11.23520085,9.501597795,0.517678695,b
6,shade,high,elevated,0.227460132,17.19139966,0.175727697,189.1872471,3.532583651,2.098080464,27.63681984,1299.141479,11.03694204,9.580410718,0.520653612,b
6,shade,high,elevated,0.2884383,17.42050248,0.179772106,190.2889755,3.591291788,2.087381605,27.61659622,1299.026855,10.89811957,10.75012359,0.524124808,b
6,shade,high,elevated,0.245701437,17.52619825,0.182226279,191.1014451,3.581778844,2.056105125,27.42570114,1300.811279,10.79213003,10.03739011,0.526992327,b
6,sun,high,elevated,0.445870565,9.212905875,0.064768578,135.7609017,1.75277478,2.722370237,28.61797714,1299.993774,20.74900477,9.536469805,0.358056791,b
6,sun,high,elevated,0.335371821,9.195038624,0.063390608,132.5445726,1.704059598,2.703737554,28.48217583,1300.12439,20.67423384,8.909680547,0.348520912,b
6,sun,high,elevated,0.641018173,9.121441522,0.062084913,129.6273481,1.66234112,2.692107024,28.40921211,1300.180786,20.57054653,9.591492124,0.340924429,b
5,shade,high,ambient,0.17133416,16.55932023,0.19886825,220.5546225,1.548902473,0.83560822,18.18941689,999.9420166,11.40657569,10.5246259,0.603197066,c
5,shade,high,ambient,0.227058063,16.74485949,0.199861946,219.3881636,1.569089938,0.842534147,18.2896328,999.3803101,11.27129687,12.102434,0.600386639,c
5,shade,high,ambient,0.255187525,16.87854272,0.201366709,219.1162572,1.570010574,0.837140545,18.26823807,998.7797852,11.21356909,12.6405683,0.599929973,c
5,shade,high,ambient,0.347902579,16.86964731,0.203006211,220.3667715,1.559194258,0.825054157,18.173666,1000.352905,11.1455808,13.99913253,0.603278514,c
5,shade,high,ambient,0.227225458,16.92287535,0.206276215,222.0556876,1.551373326,0.808826311,18.04934692,1000.029785,11.1555214,12.24053076,0.607978148,c
5,sun,high,ambient,0.501021747,13.07862408,0.114405143,178.2516562,1.305614242,1.191228187,18.70414925,999.7633057,14.30941054,12.63599429,0.478305008,c
5,sun,high,ambient,0.260607271,13.42067064,0.11618349,175.7767394,1.2689138,1.141059565,18.27339935,1000.690857,14.17510306,10.73888769,0.472486216,c
5,sun,high,ambient,0.173289903,13.37856645,0.116614177,177.00726,1.248023167,1.118721098,18.05864334,1000.921326,14.09945953,9.01734172,0.475972121,c
5,sun,high,ambient,0.254158571,13.52164093,0.117430077,176.2030853,1.254548894,1.116991428,18.06193924,999.8237305,14.01549523,10.6619703,0.473906921,c
5,sun,high,ambient,0.2245005,13.64368087,0.119274853,177.0640554,1.283394025,1.125463111,18.18230438,999.0353394,13.93027289,10.18289776,0.476542573,c
8,shade,low,elevated,0.1831231,9.388416103,0.075189718,172.1216283,0.751470576,1.024696483,21.1402874,300.2442932,21.43949441,10.02197436,0.451817668,c
8,shade,low,elevated,0.393819683,9.453929933,0.076126262,173.1548626,0.745023463,1.003786687,21.0446701,300.3068542,21.08383325,11.89509036,0.454650781,c
8,shade,low,elevated,0.196028948,9.541626282,0.078212467,176.4868369,0.755444048,0.991320448,21.03305626,300.0626526,20.99593519,10.46806758,0.463596615,c
8,shade,low,elevated,0.476152004,9.595788845,0.079447317,178.292133,0.760852219,0.983203016,21.06221581,300.0888977,20.78654089,12.46611632,0.468504216,c
8,shade,low,elevated,0.562153006,9.614314118,0.079591224,178.3007317,0.73804393,0.952127545,20.8938179,300.7719421,20.65210365,12.68150411,0.468648839,c
8,shade,high,elevated,0.2264108,13.93535909,0.128176478,184.777206,1.52700703,1.243092092,21.87282181,1099.072021,14.26943402,10.40334588,0.498115073,c
8,shade,high,elevated,0.260971224,14.09201139,0.129435463,184.327029,1.500674517,1.210469793,21.66887093,1099.491455,13.93205077,10.92232507,0.497280497,c
8,shade,high,elevated,0.318124545,14.06855681,0.128871246,184.1308103,1.421402507,1.151748863,21.2195797,1101.011108,13.71398041,11.61779373,0.496749867,c
8,shade,high,elevated,0.218241256,14.05290273,0.129655814,185.6304367,1.383971611,1.115165204,20.95191002,1100.416748,13.80172293,10.30965916,0.500669521,c
8,shade,high,elevated,0.309436564,14.24226311,0.131383893,185.5301048,1.395306609,1.110024766,20.96939278,1099.363281,13.7288074,11.59482205,0.500408922,c
8,sun,high,elevated,0.175163013,11.55410596,0.083358639,142.118802,1.202671549,1.479888956,23.30508232,1099.787476,17.57784806,7.279177652,0.378388576,c
8,sun,high,elevated,0.15438474,11.69652721,0.084265003,141.4068362,1.231141916,1.498804864,23.48514938,1098.787109,17.2210959,6.565221481,0.376750579,c
8,sun,high,elevated,0.220128292,11.80148238,0.085119,141.2567939,1.255241176,1.512810058,23.62963867,1100.454346,17.029588,8.059251631,0.37665266,c
8,sun,high,elevated,0.184228618,11.82933795,0.085527315,141.5428186,1.246697832,1.495638956,23.5500679,1099.755127,16.64798186,7.361706615,0.377727738,c
8,sun,high,elevated,0.210552757,11.83323747,0.085084642,140.4319296,1.217606126,1.468224328,23.38196373,1100.256226,16.38498861,7.84724168,0.374774186,c
4,sun,high,elevated,0.205937463,11.65769623,0.087433956,149.3675129,1.515225523,1.762292852,28.40572548,1175.156006,16.26274935,8.037609131,0.397471587,d
4,sun,high,elevated,0.292823859,11.77321275,0.088807057,150.704504,1.483171964,1.699703307,28.11936569,1174.589844,16.13107699,9.222066322,0.401109916,d
4,sun,high,elevated,0.271986067,11.75975326,0.089649648,153.0231138,1.469228153,1.668530878,28.00013542,1173.957153,16.05276361,9.163944207,0.40730725,d
4,sun,high,elevated,0.20445851,11.71243158,0.090397405,155.571905,1.475078171,1.661481272,27.99115944,1174.25708,16.09029703,8.382535406,0.414139231,d
4,shade,low,elevated,0.150068128,9.20667755,0.088332705,201.9236647,1.349689655,1.553805726,27.98360443,325.3417358,21.17075214,10.58111009,0.530768049,d
4,shade,low,elevated,0.203202681,9.267412737,0.088553678,201.2636857,1.346243201,1.546116093,27.94631195,325.3946838,21.03291527,11.5511987,0.529024896,d
4,shade,low,elevated,0.181200779,9.397013211,0.088461722,198.7176154,1.340585685,1.540991729,27.91543961,325.4485779,21.07879869,11.02504865,0.52236075,d
4,shade,high,elevated,0.211941934,12.82906009,0.110884138,174.0044905,1.766982447,1.633523516,27.88171768,1174.05127,14.99446178,9.350941386,0.467113826,d
4,shade,high,elevated,0.151715632,13.0295094,0.113136082,174.6278116,1.795313517,1.627690651,27.91763687,1173.603882,14.81146825,7.680447571,0.46897485,d
4,shade,high,elevated,0.15742998,13.12760534,0.115324816,176.516616,1.811381659,1.612186375,27.89806747,1175.392822,14.63407291,7.967956937,0.47436258,d
4,shade,high,elevated,0.309577215,13.23524738,0.117677603,178.4010631,1.830523932,1.59768981,27.87684822,1175.460449,14.46338639,10.84234675,0.479793957,d
4,shade,high,elevated,0.175040692,13.31257262,0.120200983,180.9130495,1.856398516,1.58758752,27.85170174,1175.411621,14.28394262,8.742895449,0.486831655,d
3,sun,high,ambient,0.347017668,12.7548938,0.094709383,145.455623,1.359254199,1.47164695,24.23061562,899.4605713,15.15675478,9.469288805,0.389739872,d
3,sun,high,ambient,0.246346712,12.74585999,0.093958354,144.0544021,1.326336901,1.447358648,24.07832527,899.4509888,15.18003624,8.362420116,0.385938518,d
3,sun,high,ambient,0.274574134,12.76354146,0.094007611,144.0024835,1.313854022,1.433103759,23.99663734,899.5667725,15.16405312,8.722845219,0.385711973,d
3,sun,high,ambient,0.266864761,12.772114,0.094107816,144.0970371,1.309005393,1.426385217,23.96125793,899.6488037,15.19980012,8.636324692,0.385979749,d
3,sun,high,ambient,0.330835637,12.82602463,0.094783764,144.6818497,1.310232147,1.417885266,23.92192459,899.6028442,15.17197847,9.299837321,0.387605706,d
3,shade,low,ambient,0.158691056,9.663708149,0.087680007,193.4387278,1.065680493,1.24170705,23.97770882,300.0322266,20.71171432,10.4795412,0.508821227,d
3,shade,low,ambient,0.356459755,9.8637005,0.089945983,193.9069806,1.085831416,1.234203688,23.99359512,300.1489868,20.01655233,12.70382533,0.510528431,d
3,shade,low,ambient,0.337052227,10.07408431,0.09265335,194.9224308,1.108051872,1.223682882,23.99979782,299.9655151,19.51599345,12.64223682,0.513769982,d
3,shade,low,ambient,0.269030916,10.23635109,0.095767031,197.4313308,1.137412253,1.216394839,24.03591156,299.9489136,19.12133994,12.26854114,0.52089193,d
3,shade,low,ambient,0.187356981,10.36993296,0.098429675,199.5306408,1.15888291,1.206743338,24.04669952,299.9140625,18.69377715,11.26330511,0.526873346,d
3,shade,high,ambient,0.28624229,16.6808978,0.160669406,184.9875635,2.006771324,1.306363557,24.59318161,899.1786499,11.32883392,10.62746874,0.506941508,d
3,shade,high,ambient,0.25738211,17.03410966,0.160623123,181.1005376,1.914426691,1.246868258,24.2937336,898.696106,11.20884774,9.842175912,0.496912285,d
3,shade,high,ambient,0.340273037,17.25231271,0.170092128,188.3154951,1.847934376,1.140424332,23.83769035,898.9087524,10.92522698,11.44277866,0.51739147,d
3,shade,high,ambient,0.352168977,17.37438713,0.176008714,192.3198036,1.88475306,1.126057806,23.89322472,899.2373047,10.86128771,11.80086042,0.528848186,d
2,sun,high,elevated,0.425686363,16.42236254,0.15736812,185.1942402,1.844055604,1.227928941,24.3508606,899.9498291,11.34939381,12.02870589,0.506695976,e
2,sun,high,elevated,0.589817186,16.69456698,0.159838366,184.6025067,1.822361547,1.195874648,24.17789268,899.8251953,11.18867503,12.74775103,0.505725493,e
2,sun,high,elevated,0.584496789,16.82460768,0.162777067,186.1290359,1.796299109,1.158749286,24.01483536,900.0240479,11.07098468,12.82871388,0.510330465,e
2,sun,high,elevated,0.659028624,16.94034318,0.164625224,186.5527699,1.76572569,1.127051183,23.86595535,900.684082,10.96301847,13.09450526,0.512043156,e
2,sun,high,elevated,0.588014658,16.98984101,0.168424741,189.5777379,1.788370907,1.117079268,23.89940071,900.3485718,10.9007727,13.0630232,0.520652436,e
2,shade,high,elevated,0.280439341,14.8968388,0.132169821,174.9851948,1.770824214,1.394514034,23.94686317,899.5911865,12.93171643,10.31299533,0.474773956,e
2,shade,high,elevated,0.289841286,14.86055546,0.13710759,181.8884962,1.775701577,1.35046404,23.71655846,899.8078613,12.91647241,10.89117207,0.493709209,e
2,shade,high,elevated,0.557615919,14.7347478,0.140179499,187.0430357,1.816861552,1.352761466,23.76739311,899.9064331,12.84110241,12.95614141,0.507807618,e
2,shade,high,elevated,0.333931018,14.92581215,0.141785288,186.3320251,1.859328409,1.369261826,23.88083458,900.4823608,12.75304669,11.63365759,0.506296592,e
1,shade,low,ambient,0.176742713,12.02916206,0.145470518,230.1676962,1.769360919,1.276510208,21.17014694,350.8963928,15.73824267,12.70380011,0.614735194,e
1,shade,low,ambient,0.190974212,12.11696019,0.147129912,230.7809943,1.721432493,1.228999471,20.77384186,351.1011353,15.75567753,13.09089263,0.616550592,e
1,shade,low,ambient,0.227938292,12.06115409,0.145802631,230.4176475,1.735412324,1.249642341,20.90505219,351.040741,15.80653929,13.77693181,0.615093138,e
1,shade,low,ambient,0.188139569,12.0720462,0.147213346,231.5205695,1.772866214,1.264784794,21.04329491,351.0375061,15.85424251,13.06112529,0.617966171,e
1,shade,low,ambient,0.271340564,12.08913551,0.148460218,232.4215097,1.801120217,1.274513219,21.14444923,350.6498413,15.8239256,14.4593493,0.620290792,e
1,shade,high,ambient,0.289230662,17.78786017,0.222504378,219.8805808,2.772372033,1.340097347,21.76467133,1074.857056,10.40663893,12.95059014,0.60645541,e
1,shade,high,ambient,0.204283119,18.24901064,0.225349121,217.5609763,2.722963552,1.301184465,21.46208,1074.27124,10.25047164,10.80936847,0.601136535,e
1,shade,high,ambient,0.20753319,18.26995368,0.229109846,219.5651049,2.711913009,1.276298643,21.29592896,1073.882202,10.17285147,11.04483658,0.606778923,e
1,shade,high,ambient,0.231634605,18.22420115,0.230695891,220.9908959,2.663423714,1.245811138,21.03989029,1074.034302,10.15949757,11.83195913,0.610581315,e
1,shade,high,ambient,0.178565461,18.16972783,0.233694151,223.1902964,2.655113283,1.227274367,20.91140938,1075.093872,10.20398949,10.29550797,0.616463538,e
1,sun,high,ambient,0.31004537,10.38899113,0.071760344,135.2794235,1.169884042,1.664894389,23.23302841,1075.437378,19.24737316,9.014620433,0.357147036,e
1,sun,high,ambient,0.374001247,10.5082298,0.073061489,136.4481836,1.190658813,1.665029435,23.24264908,1075.033691,18.71784994,9.454794603,0.360495003,e
1,sun,high,ambient,0.293675496,10.67817562,0.074719228,137.5666708,1.222587906,1.672417732,23.31034279,1074.228271,18.38124358,8.973193398,0.363664228,e
1,sun,high,ambient,0.253862179,10.76112784,0.075663406,138.417699,1.220591107,1.649650362,23.1558075,1075.962891,18.1045978,8.633342773,0.366200738,e
11,shade,low,ambient,0.17571744,9.674352616,0.145713941,260.7736572,2.182273961,1.55852068,26.06825066,250.3665314,20.23490029,14.64054776,0.686825907,f
11,shade,low,ambient,0.108868225,9.688933649,0.147364037,261.8936633,2.138004406,1.511106707,25.75576591,250.9842682,20.14067618,12.53131899,0.690028246,f
11,shade,low,ambient,0.531399019,9.677419218,0.142670733,258.6235227,2.087256064,1.521469463,25.74553108,249.8982239,19.91747711,16.94582878,0.681284338,f
11,shade,high,ambient,0.231504198,20.20651929,0.258457623,214.4969696,3.726721744,1.557178506,25.82905197,1499.286377,9.166796147,10.60854114,0.601786986,f
11,shade,high,ambient,0.254939518,20.37573839,0.259962283,213.7869342,3.757303665,1.561707346,25.87073517,1499.544434,9.083068756,11.10998374,0.600306492,f
11,shade,high,ambient,0.237809676,20.47781521,0.266781575,216.048978,3.86328736,1.567717975,26.00024033,1499.264893,9.049936977,10.80056131,0.607049265,f
11,shade,high,ambient,0.243468698,20.50859013,0.274344735,218.9683273,3.920579219,1.550588091,25.96352196,1501.283203,8.971699683,11.13971489,0.615804099,f
11,shade,high,ambient,0.223349934,20.54200462,0.277553018,219.8983315,3.88924243,1.522319674,25.74986076,1499.83252,8.909538848,10.64881256,0.619062269,f
11,sun,high,ambient,0.637912681,8.436141878,0.056778934,131.1605025,1.205578116,2.143232917,27.03786087,1500.199707,23.3015467,9.714008362,0.343515058,f
11,sun,high,ambient,0.323861378,9.069869183,0.05979918,124.9626061,1.241417774,2.097939694,26.87769699,1498.574341,22.20509162,8.478129283,0.328364822,f
11,sun,high,ambient,0.304715718,9.580657045,0.062541647,121.6331432,1.272478069,2.058279404,26.7351265,1500.201904,21.0171869,8.101278235,0.3203656,f
11,sun,high,ambient,0.271893562,9.971908433,0.066073369,124.3859586,1.292852912,1.982286807,26.40882492,1499.559448,19.89157742,7.958703367,0.328452395,f
10,shade,low,elevated,0.185036379,8.891638924,0.07448657,176.6338852,1.533376058,2.077038185,29.23763847,374.895813,22.54375632,9.912889029,0.463224202,f
10,shade,low,elevated,0.184168868,8.868838943,0.075055541,178.7813673,1.518315862,2.042747085,28.93050194,374.3804321,22.75659871,10.04774989,0.468759917,f
10,shade,low,elevated,0.23976263,8.869593379,0.075312948,179.298708,1.530732399,2.05252848,28.94408798,374.4158936,22.55759301,10.78021568,0.470190676,f
10,shade,high,elevated,0.222008089,12.71454049,0.11762499,181.8829735,2.733468282,2.377975995,30.02750206,1300.454102,14.85579343,9.9774937,0.489430358,f
10,shade,high,elevated,0.462214809,12.88819864,0.116997031,178.4511422,2.699041122,2.361042815,29.89667511,1300.330811,14.81390485,11.7773766,0.480446229,f
10,shade,high,elevated,0.198276832,12.80308597,0.115630946,177.8911114,2.647948561,2.343321935,29.74418259,1300.47937,14.96660753,9.266020001,0.47866048,f
10,shade,high,elevated,0.28538589,12.81528122,0.115646546,177.8612117,2.615374745,2.314949156,29.56111908,1300.239258,14.96509268,10.60696514,0.478592171,f
10,shade,high,elevated,0.292458653,12.84534412,0.115685468,177.5816086,2.595942631,2.297231143,29.43506813,1300.436401,14.93346129,10.66684615,0.477831844,f
10,sun,high,elevated,0.124638318,10.04866306,0.075363316,148.2946828,1.877041748,2.513790981,30.00281334,1299.918701,17.67178177,6.315983607,0.393158105,f
10,sun,high,elevated,0.151490282,10.23744725,0.075847528,145.4716128,1.867141113,2.485760159,29.84703636,1300.337646,18.76167585,7.01160991,0.38597792,f
10,sun,high,elevated,0.13492555,10.29635009,0.075604817,143.7018727,1.836472241,2.453561769,29.64680481,1299.930664,18.75782945,6.352472447,0.381258583,f
10,sun,high,elevated,0.193027059,10.44224229,0.077019274,144.3852116,1.850970477,2.428799464,29.51544762,1299.452148,18.50819829,7.852608541,0.38339254,f
10,sun,high,elevated,0.374917528,10.64139034,0.07906679,145.5237556,1.874526812,2.398236587,29.35489082,1299.838013,18.08694241,9.625377268,0.386900977,f
